,ID_CLEAN,DESCRIPTION,Comments,ISSUED_DATE,EXPIRATION_DATE,Property_ID
80855,1403036000.0,Solar Panels,Installation of roof mounted photovoltaic solar system  9.75kw  39 panels,8/6/15 11:52,2/6/16 0:00,24787.0
80856,1802081000.0,Solar Panels,Installation of roof mounted photovoltaic solar system  3.12kw 12 panels,8/11/15 12:04,2/11/16 0:00,119423.0
80858,1809391000.0,Solar Panels,Installation of roof mounted photovoltaic solar system  7.8kw 30 panels,8/6/15 11:52,2/6/16 0:00,64820.0
80862,1807824000.0,Solar Panels,Install rooftop mounted solar panels. Interconnect with utility.,8/12/15 15:08,2/12/16 0:00,341391.0
80882,500083000.0,Electrical,Replace lighting with energy efficient fixtures at Boston Playhouse Realty dba Charles Playhouse  617-824-1911.,8/19/15 9:17,2/19/16 0:00,143343.0
80883,2101432000.0,Electrical,Replace lighting with energy efficient fixtures at RIAD Corp. dba Allston Deli & Laundry  617-738-7418.,8/19/15 9:17,2/19/16 0:00,2356.0
80890,2003560000.0,Solar Panels,15 solar panels4.275kw,8/6/15 15:34,2/6/16 0:00,82741.0
80893,,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 2.6 kW-DC @ S.T.C. Grid-Tied. 10 panels. JB-0213651  jstanton3@solarcity.com,8/20/15 11:06,2/20/16 0:00,167053.0
80894,1902836002.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 4.16 kW-DC @ S.T.C. Grid-Tied. 16 panels. JB-0213700  jstanton3@solarcity.com,8/20/15 11:06,2/20/16 0:00,128817.0
80895,1806190008.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 4.68 kW-DC @ S.T.C. Grid-Tied. 18 panels. JB-0213910  jstanton3@solarcity.com,8/20/15 11:06,2/20/16 0:00,88957.0
80907,1902790000.0,Solar Panels,Installation of a 3.30 kw (11 panels) rooftop solar array,8/10/15 13:49,2/10/16 0:00,88731.0
80908,2003002000.0,Solar Panels,Installation of a 3.90 kw (15 panels) rooftop solar array,8/10/15 13:49,2/10/16 0:00,145503.0
80966,,Solar Panels,Installation of roof mounted photovoltaic solar system  5.72kw  22 panels,8/14/15 13:27,2/14/16 0:00,171938.0
80969,1807799000.0,Solar Panels,Installation of roof mounted photovoltaic solar system  11.7kw  45 panels,8/11/15 12:04,2/11/16 0:00,94941.0
80972,1808518007.0,Solar Panels,Installation of roof mounted photovoltaic solar system  7.02kw  27 panels,8/11/15 12:04,2/11/16 0:00,13424.0
80974,1808528000.0,Solar Panels,Installation of roof mounted photovoltaic solar system 5.2kw 20 panels,8/11/15 12:04,2/11/16 0:00,13417.0
80975,1807190000.0,Solar Panels,Installation of roof mounted photovoltaic solar system 7.28kw 28 panels,8/11/15 12:04,2/11/16 0:00,151247.0
80986,2204889000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 7.54 kW-DC @ S.T.C. Grid-Tied. 29 panels. JB-0213853  jstanton3@solarcity.com,8/20/15 11:06,2/20/16 0:00,50868.0
80988,1300687005.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 2.86 kW-DC @ S.T.C. Grid-Tied. 11 panels. JB-0213900  jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,47674.0
80990,2006337000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.38 kW-DC @ S.T.C. Grid-Tied. 13 panels. JB-0213977  jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,62939.0
80992,1804176001.0,Solar Panels,Installation of roof mounted photovoltaic solar system  2.6kw 10 panels,8/13/15 12:10,2/13/16 0:00,151239.0
80996,1805620000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 5.72 kW-DC @ S.T.C. Grid-Tied. 22 panels. JB-0213983 jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,54448.0
80997,1800086000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 9.62 kW-DC @ S.T.C. Grid-Tied. 37 panels. JB-0214008  jstanton3@solarcity.com,8/20/15 11:07,2/20/16 0:00,64485.0
81000,203510451.0,Electrical,Provide wiring for one environmental room,11/5/10 11:13,5/5/11 0:00,135562.0
81007,2203236000.0,Solar Panels,Installation of a 5.72 kw (22 panels) rooftop solar array,8/14/15 8:26,2/14/16 0:00,352856.0
81033,1802175000.0,Solar Panels,installation of roof mounted photovoltaic solar system. 3.38kW 13 panels,8/11/15 12:04,2/11/16 0:00,94731.0
81053,1604907000.0,Solar Panels,Installing a 5.49 KW photovoltaic system.,8/24/15 14:37,2/24/16 0:00,13056.0
81057,604350000.0,Solar Panels,Installing a 5.1 KW photovoltaic system.,8/18/15 12:27,2/18/16 0:00,58087.0
81102,1802781000.0,Solar Panels,installation of roof mounted photovoltaic solar system. 4.94kW 19 panels,8/13/15 12:10,2/13/16 0:00,123043.0
81122,1806034020.0,Solar Panels,Installation of roof mounted photovoltaic solar system  4.94 kw 19 panels,8/14/15 13:27,2/14/16 0:00,80386.0
81126,1803697000.0,Solar Panels,Installation of 16 solar panels - Roof mount. System size of 4.16kW,9/18/15 15:09,3/18/16 0:00,114348.0
81130,1803807000.0,Solar Panels,installation of roof mounted photovoltaic solar system 2.86kW 11 panels,8/19/15 15:06,2/19/16 0:00,94246.0
81138,2008056000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 9.36 kW-DC @ S.T.C. Grid-Tied. 36 panels. JB-0213986  jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,82867.0
81169,602640030.0,Electrical,Office fit out an existing shell space including lighting  receptacles & lighting control,8/17/15 8:33,2/17/16 0:00,350792.0
81181,1401529000.0,Electrical,installation of roof mounted photovoltaic solar system. 8.58kW 33 panels,8/19/15 15:06,2/19/16 0:00,139889.0
81207,801027000.0,Solar Panels,Installation and interconnection of 198kW roof-mounted solar PV system,11/8/10 11:42,5/8/11 0:00,8916.0
81225,401037100.0,Electrical,Renovation of existing space at Prudential Shops to Sweetgreen commercial space  Suite 017.,8/19/15 16:02,2/19/16 0:00,157244.0
81228,1400188010.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 7.54 kW-DC @ S.T.C. Grid-Tied. panels. JB-0214051  jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,88301.0
81229,1805739000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.64 kW-DC @ S.T.C. Grid-Tied. 14 panels. JB-0213908  jstanton3@solarcity.com,8/27/15 11:29,2/27/16 0:00,45690.0
81268,1808517016.0,Electrical,Install roof mounted Photovoltaic (PV) System rated 5.98 kW-DC @ S.T.C. Grid-Tied. 23 panels. JB-0213796  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,150690.0
81269,1808439000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 2.6 kW-DC @ S.T.C. Grid-Tied. 10 panels. JB-0213933  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,126940.0
81270,1401572000.0,Electrical,Install roof mounted Photovoltaic (PV) System rated 14.3 kW-DC @ S.T.C. Grid-Tied. 55 panels. JB-0213955  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,25948.0
81271,1807012000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 6.24 kW-DC @ S.T.C. Grid-Tied. 24 panels. JB-0214031  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,118224.0
81272,1810581000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.9 kW-DC @ S.T.C. Grid-Tied. 15 panels. JB-0214050  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,149999.0
81274,2005189000.0,Electrical,installation of roof mounted photovoltaic solar system. 4.94 kW 19 panels,8/19/15 15:06,2/19/16 0:00,142274.0
81275,1704127000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 4.68 kW-DC @ S.T.C. Grid-Tied. 18 panels. JB-0214068  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,121131.0
81280,1806328065.0,Electrical,installation of roof mounted photovoltaic solar system. 5.2 kW  20 panels,8/19/15 15:06,2/19/16 0:00,25517.0
81281,1810339000.0,Electrical,installation of roof mounted photovoltaic solar system. 2.86kW 11 panels,8/19/15 15:06,2/19/16 0:00,100632.0
81309,,Electrical,Replace lighting with energy efficient fixtures at Winston Flowers  617-989-6234.,9/10/15 13:59,3/10/16 0:00,169874.0
81311,301518000.0,Electrical,Replace lighting with energy efficient fixtures at 98 North LLC  617-332-6400 x20.,9/10/15 13:59,3/10/16 0:00,168247.0
81332,2003740000.0,Solar Panels,Install and wire (12) solar PV panels including inverter  meter  and disconnect.,9/1/15 12:04,3/1/16 0:00,23191.0
81352,102108000.0,Electrical,Solar Panels. 12 roof top panels  12 roof top micro inverters  all electrical for solar array.,8/20/15 10:28,2/20/16 0:00,9453.0
81381,100340000.0,Solar Panels,"Install 8.84kw solar panels on roof. Will not exceed roof panel  but will add 6"" to roof height. 34 panels total.",9/17/15 10:51,3/17/16 0:00,19875.0
81401,1500891000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 10.4 kW-DC @ S.T.C. Grid-Tied. 40 panels. JB-0214106  jstanton3@solarcity.com,9/3/15 10:52,3/3/16 0:00,104808.0
81405,101511002.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.12 kW-DC @ S.T.C. Grid-Tied. 12 panels. JB-0213922  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,134451.0
81406,1702598000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.12 kW-DC @ S.T.C. Grid-Tied. 12 panels. JB-0214064  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,55790.0
81407,1805069000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.9 kW-DC @ S.T.C. Grid-Tied. 15 panels. JB-0214070  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,47424.0
81408,1804870001.0,Electrical,installation of roof mounted photovoltaic solar system 6.76kW 26 panels,8/25/15 14:40,2/25/16 0:00,45667.0
81459,1808166000.0,Solar Panels,Installation of roof mounted photovoltaic solar system 3.12kw  12 panels,8/25/15 14:40,2/25/16 0:00,27271.0
81480,1808979000.0,Solar Panels,roof top solar installation according to engineered plans,8/26/15 10:01,2/26/16 0:00,27295.0
81481,1904376000.0,Solar Panels,Install 24 solar panels - roof mount. System size of 6.36kW,10/16/15 13:49,4/16/16 0:00,100668.0
81508,1902420000.0,Solar Panels,Installation of a 6.0 kw (24 panels) rooftop solar array and main service panel swap,8/28/15 8:30,2/28/16 0:00,93173.0
81512,1602345000.0,Electrical,Replace lighting with energy efficient fixtures at Olti Gjura dba APlus Computer Serv. & Sales  617-288-3800.,9/10/15 13:59,3/10/16 0:00,100787.0
81513,1602345000.0,Electrical,Replace lighting with energy efficient fixtures at 180 Neponset Ave.  Barbara J. Burgos dba K Cari Beauty Salon  617-825-2825.,9/10/15 13:59,3/10/16 0:00,100787.0
81592,1803222000.0,Solar Panels,Installing 19 PV solar panels on roof. 5.88KW system.,8/28/15 10:01,2/28/16 0:00,34987.0
81596,1002046000.0,Solar Panels,Installation of solar electric system on roof D  E & F,11/12/10 11:21,5/12/11 0:00,341846.0
81597,1002038010.0,Solar Panels,Installation of solar electric system on roof D  E & F,11/12/10 11:21,5/12/11 0:00,341846.0
81598,1701202000.0,Electrical,Install roof mounted Photovoltaic (PV) System rated 3.9 kW-DC @ S.T.C. Grid-Tied. 15 panels. JB-0213945  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,84065.0
81599,1804720000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.9 kW-DC @ S.T.C. Grid-Tied. 15 panels. JB-0214101  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,111831.0
81601,1301339000.0,Electrical,578 Columbia Rd. - Pacific InsuranceReplace lighting with energy efficient fixtures.,11/22/10 11:23,5/22/11 0:00,49844.0
81602,703851000.0,Electrical,748 Dudley St. - Jerusalem FurnitureReplace lighting with energy efficient fixtures.,11/22/10 11:23,5/22/11 0:00,49839.0
81606,304810010.0,Electrical,59 Temple Place - Boston Electrology & SkinReplace lighting with energy efficient fixutres.,11/22/10 11:23,5/22/11 0:00,170256.0
81607,1301694000.0,Electrical,Edna Fernandes SalonReplace lighting with energy efficient fixtures.,11/22/10 11:23,5/22/11 0:00,68928.0
81609,300081000.0,Electrical,Replace lighting with energy efficient fixtures at Luis Calderon Co.,11/22/10 11:23,5/22/11 0:00,68672.0
81613,1301355000.0,Electrical,One Stoughton St. - MAPSReplace lighting with energy efficient fixtures.,11/22/10 11:23,5/22/11 0:00,131089.0
81614,1301713000.0,Electrical,Replace lighting with energy efficient fixtures at Las America's Barber Shop.,11/22/10 11:22,5/22/11 0:00,68891.0
81615,,Electrical,66 Kneeland St. - Tim KwongReplace lighting with energy efficient fixtures.,11/22/10 11:22,5/22/11 0:00,82318.0
81617,300071000.0,Electrical,Replace lighting with energy efficient fixtures at Global Hair Salon and Barber Shop.,11/22/10 11:22,5/22/11 0:00,68773.0
81618,1812325034.0,Solar Panels,Installing 30 PV solar panels on roof. 7.7KW system,8/31/15 13:08,2/29/16 0:00,47773.0
81620,1502460000.0,Electrical,Replace lighting with energy efficient fixtures at Unique Images.,11/22/10 11:22,5/22/11 0:00,35253.0
81621,1502612000.0,Electrical,445 Columbia Rd. - Navariette RestaurantReplace lighting with energy efficient fixtures.,11/22/10 11:22,5/22/11 0:00,35254.0
81639,1812622005.0,Solar Panels,Installation of roof mounted photovoltaic solar system. 2.86kw 11 panels,8/31/15 14:36,2/29/16 0:00,114926.0
81641,1812565002.0,Solar Panels,Installation of roof mounted photovoltaic solar system. 4.68kw 18 panels,9/22/15 11:56,3/22/16 0:00,114933.0
81642,1802913000.0,Solar Panels,Installation of roof mounted photovoltaic solar system. 5.72kw 22 panels,8/31/15 14:36,2/29/16 0:00,2761.0
81647,1903739000.0,Electrical,Installation of roof mounted photovoltaic solar system. 6.76kw  26 panels,8/31/15 14:36,2/29/16 0:00,79991.0
81673,1402553000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 8.06 kW-DC @ S.T.C. Grid-Tied. 31 panels. JB-0213897  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,106350.0
81676,2012234000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 11.96 kW-DC @ S.T.C. Grid-Tied. 46 panels. JB-0214105  jstanton3@solarcity.com,9/10/15 11:19,3/10/16 0:00,148650.0
81677,1806239001.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.38 kW-DC @ S.T.C. Grid-Tied. 13 panels. JB-0213954  jstanton3@solarcity.com,9/15/15 10:57,3/15/16 0:00,47482.0
81679,1805576000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 9.88 kW-DC @ S.T.C. Grid-Tied. 38 panels. JB-0213931  jstanton3@solarcity.com,9/15/15 10:57,3/15/16 0:00,94822.0
81774,1812920000.0,Solar Panels,Installation of roof mounted photovoltaic solar system.  2.86 kw 11 panels,9/3/15 10:09,3/3/16 0:00,41514.0
81775,1810200001.0,Solar Panels,Installation of roof mounted photovoltaic solar system. 28 panels 7.28kw,9/3/15 10:09,3/3/16 0:00,145748.0
81780,1302131000.0,Solar Panels,5.215kW roof top solar PV array,10/30/15 11:48,4/30/16 0:00,135791.0
81781,1808746000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 11.44 kW-DC @ S.T.C. Grid-Tied. 44 panels. JB-0214077  jstanton3@solarcity.com,9/15/15 10:57,3/15/16 0:00,110280.0
81782,1808518035.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 5.98 kW-DC @ S.T.C. Grid-Tied. 23 panels. JB-0213936  jstanton3@solarcity.com.,9/15/15 10:57,3/15/16 0:00,13299.0
81784,2001441000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 7.28 kW-DC @ S.T.C. Grid-Tied. 28 panels. JB-0214163  jstanton3@solarcity.com,9/15/15 10:57,3/15/16 0:00,115572.0
81785,1604774000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 2.6 kW-DC @ S.T.C. Grid-Tied. 10 panels. JB-0214155  jstanton3@solarcity.com,9/15/15 10:57,3/15/16 0:00,24213.0
81786,1400367011.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 3.38 kW-DC @ S.T.C. Grid-Tied. 13 panels. JB-0214005  jstanton3@solarcity.com,9/17/15 11:35,3/17/16 0:00,47553.0
81788,2001483000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 4.94 kW-DC @ S.T.C. Grid-Tied. 19 panels. JB-0213851  jstanton3@solarcity.com,9/17/15 11:35,3/17/16 0:00,19142.0
81795,1800385008.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 7.28 kW-DC @ S.T.C. Grid-Tied. 28 panels. JB-0214059  jstanton3@solarcity.com,9/17/15 11:35,3/17/16 0:00,46130.0
81825,503380000.0,Electrical,Replace lighting with energy efficient fixtures at Algonguin Club  617-266-2400 x105.,9/15/15 12:50,3/15/16 0:00,39667.0
81826,400410000.0,Electrical,Replace lighting with energy efficient fixtures at Independent Mgmnt.  common areas  617-262-5310.,9/15/15 12:50,3/15/16 0:00,163612.0
81827,,Electrical,Replace lighting with energy efficient fixtures at Methuen Mgmnt. Corp.  617-262-5310.,10/15/15 11:11,4/15/16 0:00,
81829,,Electrical,Replace lighting with energy efficient fixtures at Methuen Manor Coop Corp.  1st Fl  comm tenants  617-262-5310.,9/15/15 12:50,3/15/16 0:00,157185.0
81831,,Electrical,Replace lighting with energy efficient fixtures at Methuen Manor Corp.  common areas  617-262-5310.,9/15/15 12:50,3/15/16 0:00,
81832,2202678000.0,Electrical,Replace lighting with energy efficient fixtures at Reynolds Advanced Materials  617-208-0300.,9/15/15 12:50,3/15/16 0:00,52682.0
81833,2202758000.0,Electrical,Replace lighting with energy efficient fixtures at Dacha Adult Day Care  617-787-9999.,9/15/15 12:50,3/15/16 0:00,128279.0
81871,1904580000.0,Solar Panels,Installation of a 4.86 kw (18 panels) rooftop solar array,9/10/15 15:05,3/10/16 0:00,151433.0
81872,1805677000.0,Solar Panels,Installation of a 9.18 kw (36 panels) rooftop solar array,9/10/15 15:05,3/10/16 0:00,67109.0
81880,1802786000.0,Solar Panels,Installation of roof mounted photovoltaic solar system  7.02kw 27 panels,9/8/15 10:59,3/8/16 0:00,123050.0
81887,1703824000.0,Solar Panels,Install roof mounted Photovoltaic (PV) System rated 7.8 kW-DC @ S.T.C. Grid-Tied. 30 panels. JB-0214083  jstanton3@solarcity.com,9/17/15 11:35,3/17/16 0:00,26882.0
